genomes	Aldersonia_kunmingensis_DSM45001.gbff.gz	Antrihabitans_stalactiti_YC2-7.gbff.gz	Antrihabitans_stalagmiti_YC3-6.gbff.gz	Corynebacterium_diphtheriae_NCTC11397.gbff.gz	Gordonia_amarae_NBRC15530.gbff.gz	Gordonia_araii_NBRC100433.gbff.gz	Gordonia_bronchialis_DSM43247.gbff.gz	Gordonia_effusa_NBRC100432.gbff.gz	Gordonia_malaquae_NBRC108250.gbff.gz	Gordonia_soli_NBRC108243.gbff.gz	Gordonia_sputi_ATCC29627.gbff.gz	Hoyosella_altamirensis_DSM45258.gbff.gz	Hoyosella_lacisalsi_G463.gbff.gz	Hoyosella_rhizosphaerae_CGMCC1_15478.gbff.gz	Jongsikchunia_kroppenstedtii_DSM45133.gbff.gz	Millisia_brevis_NBRC105863.gbff.gz	Mycobacterium_avium_DSM44156.gbff.gz	Mycobacterium_simiae_JCM12377.gbff.gz	Mycobacterium_tuberculosis_H37Rv.gbff.gz	Mycobacteroides_abscessus_ATCC19977.gbff.gz	Mycobacteroides_chelonae_CCUG47445.gbff.gz	Mycolicibacillus_parakoreensis_DSM45575.gbff.gz	Mycolicibacillus_trivialis_DSM44153.gbff.gz	Mycolicibacter_arupensis_DSM44942.gbff.gz	Mycolicibacter_sinensis_JDM601.gbff.gz	Mycolicibacter_terrae_JCM12143.gbff.gz	Mycolicibacterium_chlorophenolicum_JCM7439_NBRC15527.gbff.gz	Mycolicibacterium_fallax_JCM6405.gbff.gz	Mycolicibacterium_setense_DSM45070.gbff.gz	Nocardia_asteroides_NCTC11293.gbff.gz	Nocardia_cyriacigeorgica_DSM44484.gbff.gz	Nocardia_mexicana_DSM44952.gbff.gz	Nocardia_pneumoniae_NBRC100136.gbff.gz	Nocardia_tenerifensis_DSM44704.gbff.gz	Nocardia_terpenica_IFM0706.gbff.gz	Rhodococcus_equi_DMS20307.gbff.gz	Rhodococcus_erythropolis_NBRC15567T.gbff.gz	Rhodococcus_fascians_NBRC12155T.gbff.gz	Rhodococcus_kroppenstedtii_DSM44908.gbff.gz	Rhodococcus_kyotonensis_JCM23211.gbff.gz	Rhodococcus_maanshanensis_NBRC100610.gbff.gz	Rhodococcus_opacus_DSM43205T.gbff.gz	Rhodococcus_rhodnii_ATCC35071.gbff.gz	Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	Rhodococcus_ruber_DSM43338T.gbff.gz	Skermania_piniformis_DSM43998.gbff.gz	Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	Tomitella_biformata_AHU_1821.gbff.gz	Tomitella_fengzijianii_HY188.gbff.gz	Tomitella_gaofuii_HY172.gbff.gz	Tsukamurella_paurometabola_DSM20162.gbff.gz	Tsukamurella_pulmonis_NCTC13230.gbff.gz	Tsukamurella_spumae_DSM44113.gbff.gz	Williamsia_deligens_DSM44902.gbff.gz	Williamsia_maris_DSM44693.gbff.gz	Williamsia_muralis_DSM44343.gbff.gz
Gordonia_sputi_ATCC29627.gbff.gz	65.75	69.82	68.47	37.79	71.22	63.12	77.60	70.18	68.64	74.35	100.00	58.41	50.74	55.52	64.82	68.74	59.43	62.51	55.83	65.30	64.94	57.12	56.12	60.62	58.04	58.53	70.05	58.84	68.66	68.78	66.94	70.38	67.68	70.89	67.52	67.71	73.00	70.14	62.35	72.17	68.52	73.84	65.34	68.28	67.93	61.55	62.99	62.68	59.01	57.80	66.39	66.83	63.75	70.13	72.84	73.61
Hoyosella_altamirensis_DSM45258.gbff.gz	64.42	67.97	68.40	36.37	61.60	57.22	64.58	61.22	60.60	65.07	60.51	100.00	62.89	67.65	58.93	64.54	55.30	58.12	53.96	61.23	60.34	54.61	53.75	56.63	55.83	56.06	65.64	55.10	64.78	67.42	66.25	68.80	66.57	68.95	64.76	65.82	69.68	67.78	60.92	69.20	67.04	71.74	62.32	67.62	67.17	59.37	62.66	62.22	56.53	56.67	61.98	61.65	58.73	60.58	63.56	66.32
Hoyosella_lacisalsi_G463.gbff.gz	67.19	70.73	70.72	44.40	66.39	62.96	68.54	65.57	65.34	68.96	64.26	75.65	100.00	81.73	63.55	68.57	60.07	62.64	59.03	65.55	65.73	59.74	59.43	60.96	60.14	60.15	68.88	60.80	68.44	70.87	69.25	70.65	69.08	71.35	67.12	70.93	73.55	72.17	65.97	72.52	71.19	73.81	67.67	71.41	69.69	64.99	69.30	66.66	61.75	60.97	66.28	66.57	61.27	66.27	67.69	70.40
Hoyosella_rhizosphaerae_CGMCC1_15478.gbff.gz	66.54	69.31	69.85	44.56	65.85	63.59	68.63	66.36	66.26	68.34	64.23	74.57	74.64	100.00	64.26	68.54	59.90	62.00	58.96	66.22	66.02	59.67	59.34	60.69	60.56	60.51	68.18	60.09	69.34	71.78	70.67	71.25	69.91	72.11	67.15	70.29	73.50	72.68	66.43	73.01	71.48	73.17	68.82	70.81	69.70	65.63	67.89	68.09	61.71	61.42	67.35	67.52	61.88	66.48	68.40	69.43
Jongsikchunia_kroppenstedtii_DSM45133.gbff.gz	69.82	72.62	70.52	39.26	70.60	69.98	76.93	76.95	76.46	77.76	69.62	60.55	54.03	59.36	100.00	71.18	65.77	67.52	62.07	71.13	71.05	63.97	63.20	65.80	64.37	65.20	71.35	64.23	73.03	75.88	74.66	77.70	74.39	77.79	73.69	71.07	76.94	72.60	63.39	75.18	72.94	77.15	65.95	73.44	72.19	66.50	66.64	68.36	63.90	63.12	70.91	71.13	66.48	71.59	73.63	78.40
Millisia_brevis_NBRC105863.gbff.gz	58.09	60.87	61.05	34.09	59.45	51.95	62.63	59.01	58.64	63.08	58.54	52.46	45.65	50.06	55.97	100.00	50.21	53.29	47.65	56.59	56.49	47.98	47.45	50.39	48.88	49.20	61.41	50.52	60.70	63.47	61.04	65.00	61.94	65.88	61.62	58.84	67.19	66.06	55.79	67.58	60.49	67.58	57.54	63.65	62.41	54.82	55.12	54.08	49.92	49.59	57.92	58.00	55.02	56.82	59.20	63.09
Mycobacterium_avium_DSM44156.gbff.gz	64.71	65.17	61.47	32.88	60.96	56.18	61.92	60.22	58.14	62.35	57.22	51.62	46.47	49.91	59.81	57.62	100.00	84.46	69.99	68.09	67.60	70.42	66.53	69.60	72.93	72.45	76.51	67.89	78.37	63.95	62.68	68.22	62.83	67.01	62.76	62.16	62.74	60.41	54.35	64.46	62.77	65.70	54.96	61.71	60.46	58.06	57.90	58.14	54.65	54.12	58.09	58.36	54.54	58.32	60.24	63.61
Mycobacterium_simiae_JCM12377.gbff.gz	59.63	61.59	58.54	30.18	56.06	51.70	57.74	55.94	53.42	58.99	54.03	49.18	43.77	46.86	55.62	54.75	75.95	100.00	64.03	64.84	64.87	62.61	59.04	63.67	64.88	65.64	72.53	60.50	72.94	59.78	58.05	64.28	59.02	62.97	58.55	58.19	59.33	57.07	50.62	60.77	58.39	62.46	51.20	57.26	56.51	53.51	54.88	53.42	50.17	49.74	54.34	54.65	50.70	55.20	57.69	59.80
Mycobacterium_tuberculosis_H37Rv.gbff.gz	58.56	61.16	58.80	34.11	57.39	55.22	59.50	58.79	56.38	59.19	54.93	51.12	46.98	51.29	57.13	55.88	72.40	73.37	100.00	65.96	65.92	66.94	63.77	67.34	66.30	67.00	70.95	64.60	71.83	62.60	61.75	65.59	60.52	62.80	60.68	59.08	61.01	59.90	53.65	62.27	62.38	62.78	54.00	58.23	58.62	55.11	56.55	55.60	52.82	52.33	57.51	57.29	53.21	56.24	57.85	59.63
Mycobacteroides_abscessus_ATCC19977.gbff.gz	60.49	65.63	64.41	32.21	59.00	57.78	62.59	63.56	59.62	63.91	58.75	54.54	48.85	53.12	61.28	60.25	64.29	68.36	60.47	100.00	86.10	61.35	60.25	64.19	61.88	62.50	71.11	62.86	73.41	65.33	63.49	67.54	63.39	69.27	66.17	61.05	64.80	62.13	54.78	63.25	63.33	65.59	56.71	60.04	60.04	56.13	59.86	56.71	52.77	52.36	63.19	63.26	58.27	59.12	63.09	64.19
Mycobacteroides_chelonae_CCUG47445.gbff.gz	60.86	66.58	64.89	32.44	59.35	58.82	63.48	64.45	60.55	64.25	59.13	54.20	49.15	53.05	62.05	60.77	64.76	69.33	61.30	87.49	100.00	61.87	60.84	64.91	62.18	63.00	70.94	63.57	74.22	66.09	63.71	67.88	63.79	69.29	66.32	60.99	64.54	61.91	55.48	63.65	63.86	65.30	56.35	60.39	59.84	57.03	60.64	57.03	53.09	52.77	63.84	63.60	58.17	60.15	63.74	64.56
Mycolicibacillus_parakoreensis_DSM45575.gbff.gz	70.53	70.34	67.36	37.76	68.50	64.74	69.02	67.41	66.55	68.98	64.26	59.07	54.01	58.40	67.48	64.09	80.56	79.55	73.88	74.06	73.28	100.00	82.42	79.29	83.67	82.66	80.66	77.91	82.99	69.79	68.95	74.48	69.10	72.26	68.29	69.17	69.60	65.62	60.83	69.45	68.71	70.68	61.66	69.49	68.13	65.28	63.35	67.02	63.51	63.24	65.02	66.07	60.86	64.79	66.94	69.74
Mycolicibacillus_trivialis_DSM44153.gbff.gz	70.75	73.13	70.25	39.98	69.38	67.81	71.99	70.72	69.35	71.21	66.36	62.00	57.34	62.18	70.56	67.43	80.86	80.56	76.71	77.12	76.51	86.97	100.00	82.22	83.96	83.55	80.22	77.28	82.42	72.70	72.29	75.55	72.70	76.13	71.72	72.32	72.72	68.80	64.53	71.41	71.18	74.34	64.49	71.21	70.57	66.63	66.92	68.62	65.62	65.43	69.10	69.21	63.68	67.71	69.75	72.02
Mycolicibacter_arupensis_DSM44942.gbff.gz	63.09	66.00	63.71	34.93	61.98	60.03	64.14	63.53	61.98	64.29	59.79	55.26	50.07	53.90	63.29	60.80	72.52	74.18	69.21	70.66	70.58	71.65	70.38	100.00	80.59	81.69	75.15	68.16	75.76	65.43	64.41	67.43	65.46	68.14	64.57	63.89	65.61	61.66	57.21	64.51	64.43	67.55	57.77	63.25	62.79	58.90	60.39	61.02	57.15	57.38	61.76	62.00	57.39	60.47	62.76	64.26
Mycolicibacter_sinensis_JDM601.gbff.gz	65.61	64.04	60.75	32.89	62.84	58.40	62.64	60.95	60.23	63.28	57.93	54.04	48.21	52.26	61.15	58.41	76.14	75.38	67.21	66.74	66.29	74.94	71.08	79.69	100.00	85.32	74.32	69.82	77.42	62.92	62.28	67.81	62.59	66.49	62.28	63.63	63.76	59.30	54.70	62.77	62.40	65.38	56.31	63.91	62.22	60.20	58.11	61.40	57.55	57.59	58.79	59.28	54.42	57.98	60.73	63.73
Mycolicibacter_terrae_JCM12143.gbff.gz	67.84	67.24	63.62	34.12	64.00	60.46	64.64	63.44	61.95	65.35	60.40	56.04	49.92	54.17	63.40	60.81	77.07	78.07	69.61	69.72	69.28	75.95	72.69	82.61	87.19	100.00	76.43	70.60	78.41	65.47	64.97	69.73	65.41	68.61	64.76	65.11	65.85	62.06	57.18	65.59	64.91	67.99	57.85	65.57	64.12	61.13	60.08	62.51	58.65	58.33	61.22	61.72	56.83	60.54	63.08	66.03
Mycolicibacterium_chlorophenolicum_JCM7439_NBRC15527.gbff.gz	55.58	57.90	56.70	27.65	52.62	47.07	55.30	52.18	50.34	55.37	51.93	47.30	40.86	43.35	49.28	54.09	57.94	61.62	52.04	58.37	57.61	53.65	50.59	55.45	54.63	54.64	100.00	55.86	67.44	56.46	54.08	60.29	55.42	59.19	55.75	54.31	57.77	56.85	49.18	57.99	55.56	60.95	48.19	54.62	54.65	48.92	51.70	49.27	45.62	45.98	52.18	51.97	48.81	52.19	55.55	57.66
Mycolicibacterium_fallax_JCM6405.gbff.gz	66.60	66.62	63.46	37.65	65.94	61.52	66.28	65.22	64.35	65.30	61.58	55.58	50.49	54.24	63.27	63.61	71.12	71.63	66.32	70.51	70.08	71.90	68.00	69.91	71.52	70.88	77.44	100.00	78.68	66.21	65.04	69.15	64.91	67.93	64.04	65.24	67.31	63.30	59.11	65.77	65.38	67.25	58.69	65.98	65.22	63.54	60.71	63.00	58.04	58.10	62.80	63.40	58.93	61.34	63.87	67.20
Mycolicibacterium_setense_DSM45070.gbff.gz	62.90	63.41	61.32	29.76	60.03	54.48	60.87	59.22	56.92	62.13	57.11	52.31	45.10	48.82	57.34	59.19	67.15	69.81	58.55	67.12	66.86	61.74	57.87	62.44	64.51	63.91	75.40	63.39	100.00	63.20	61.35	67.03	61.95	66.20	61.56	60.21	62.77	59.69	52.34	62.44	61.96	64.94	54.02	60.51	59.06	55.30	56.97	55.65	51.36	50.62	58.42	57.89	53.60	56.61	59.96	63.55
Nocardia_asteroides_NCTC11293.gbff.gz	58.22	62.89	62.50	29.36	54.46	50.89	59.32	58.57	56.89	59.72	54.04	50.58	43.31	47.97	55.91	59.46	49.67	51.82	47.31	55.48	55.40	48.04	46.90	49.92	48.94	49.12	57.17	48.91	58.33	100.00	73.68	74.56	73.51	75.99	69.07	58.33	65.16	61.04	51.81	63.13	62.50	66.10	53.77	61.68	60.66	53.61	55.51	53.23	48.49	48.55	55.19	55.41	51.29	53.28	55.20	60.79
Nocardia_cyriacigeorgica_DSM44484.gbff.gz	60.93	64.47	64.21	31.78	56.38	54.19	61.46	60.20	59.26	61.76	55.80	53.26	46.07	50.83	58.59	60.87	53.01	54.54	50.58	58.00	57.42	51.41	50.39	52.85	52.10	52.44	59.44	51.82	61.49	77.94	100.00	78.04	77.70	77.85	70.64	61.48	67.08	62.94	53.69	64.82	64.62	67.77	56.59	63.72	63.04	55.75	57.07	55.97	51.70	51.39	56.84	57.32	52.70	55.37	57.08	62.24
Nocardia_mexicana_DSM44952.gbff.gz	51.80	55.09	54.61	25.33	48.49	44.02	51.94	50.77	48.97	53.32	47.46	44.69	37.28	40.88	49.11	52.14	45.40	47.63	42.57	49.59	49.29	43.70	41.49	43.67	44.20	44.32	52.67	43.15	53.34	64.55	62.93	100.00	65.11	69.85	65.80	51.09	56.92	54.08	44.62	56.55	53.93	58.65	47.39	53.88	52.81	46.05	47.91	46.73	42.89	42.73	48.45	48.57	45.34	46.76	49.28	54.05
Nocardia_pneumoniae_NBRC100136.gbff.gz	53.86	57.92	57.35	27.06	49.86	46.65	55.06	54.00	51.53	55.65	49.63	46.86	39.68	43.83	51.42	54.82	46.59	48.64	44.60	50.74	50.53	44.25	43.58	46.40	45.36	45.84	53.42	44.40	54.05	69.29	68.54	72.00	100.00	74.50	65.33	53.31	59.91	56.82	47.85	59.26	56.66	62.60	49.62	56.98	57.12	48.63	51.34	48.13	44.17	44.06	50.01	49.93	46.78	49.24	50.98	56.23
Nocardia_tenerifensis_DSM44704.gbff.gz	46.40	51.54	51.13	23.57	44.29	39.90	48.35	47.45	45.43	49.81	43.99	40.90	34.48	37.78	45.21	48.99	40.73	43.10	37.91	45.55	45.07	38.29	37.60	39.99	39.51	39.63	48.10	38.27	47.82	60.71	57.75	64.65	63.00	100.00	62.19	46.79	53.86	51.24	42.24	52.52	49.16	55.05	43.40	49.90	49.37	42.12	44.39	42.12	39.08	39.27	45.58	45.82	42.30	44.00	46.22	50.15
Nocardia_terpenica_IFM0706.gbff.gz	44.12	48.37	48.21	23.66	41.61	37.35	46.41	45.37	43.51	47.39	42.06	38.42	32.84	35.71	43.37	46.51	39.01	40.87	37.38	43.81	43.54	36.80	36.11	38.54	37.62	38.13	45.26	37.13	45.19	55.57	53.29	61.98	56.10	63.46	100.00	43.75	50.48	48.96	40.42	49.50	45.82	52.51	41.53	46.77	46.75	40.31	42.42	39.25	37.02	37.26	43.43	43.78	40.79	42.07	43.83	47.53
Rhodococcus_equi_DMS20307.gbff.gz	68.57	67.57	67.14	37.17	63.45	58.29	66.06	63.53	63.66	66.36	63.21	58.13	50.72	55.21	61.73	64.24	60.23	62.84	56.15	63.01	62.77	57.22	56.15	59.08	59.25	59.08	68.10	58.22	67.84	70.06	68.29	71.69	68.16	71.63	65.87	100.00	79.01	67.80	60.99	72.49	75.85	76.36	67.18	73.06	72.50	58.95	60.58	67.25	62.24	62.28	61.90	62.67	57.82	62.47	64.07	68.00
Rhodococcus_erythropolis_NBRC15567T.gbff.gz	61.65	64.69	64.54	33.05	60.23	53.70	65.06	62.72	62.82	65.58	60.17	54.48	46.46	50.47	59.29	65.57	53.18	56.21	50.53	59.16	58.61	50.82	49.60	53.14	51.89	52.14	63.48	52.58	62.64	68.74	65.99	70.22	66.48	71.46	66.06	69.14	100.00	69.44	57.50	73.09	69.04	76.63	61.65	69.05	68.38	54.58	56.88	61.22	55.46	55.43	59.82	60.00	56.15	58.85	61.32	67.74
Rhodococcus_fascians_NBRC12155T.gbff.gz	60.76	65.19	65.58	35.30	59.12	51.65	64.01	60.24	59.09	64.54	59.61	55.32	48.22	52.95	56.73	65.62	52.42	55.71	49.96	58.20	57.81	49.24	48.85	51.76	50.41	50.68	64.87	51.11	61.64	66.67	63.63	68.45	65.14	70.02	65.65	63.05	72.23	100.00	66.02	77.70	64.31	74.02	60.90	66.11	66.22	55.47	57.58	57.64	52.23	52.59	60.40	60.63	56.98	62.19	65.86	68.09
Rhodococcus_kroppenstedtii_DSM44908.gbff.gz	67.34	70.81	70.20	41.01	65.49	59.65	69.65	64.95	64.64	70.32	65.51	61.29	54.41	60.06	61.93	70.15	59.79	62.01	57.44	64.21	64.62	57.10	56.97	59.39	58.15	58.53	71.08	59.67	68.00	71.05	67.80	72.21	69.80	73.46	68.73	70.21	75.51	81.85	100.00	80.41	71.08	77.36	68.12	71.53	70.72	64.29	64.58	64.04	58.80	58.60	66.66	67.46	63.45	70.47	72.65	73.08
Rhodococcus_kyotonensis_JCM23211.gbff.gz	59.60	62.25	62.40	33.13	57.98	49.91	62.90	58.61	57.86	64.95	57.00	52.57	45.06	49.43	56.06	63.91	51.72	53.94	47.80	55.01	54.94	48.35	47.01	49.79	48.98	49.47	61.78	49.15	59.50	64.52	61.33	67.37	63.87	67.66	62.61	61.28	70.65	73.65	60.36	100.00	62.28	72.77	57.77	65.43	65.10	53.62	53.83	55.57	50.06	50.19	57.04	56.94	54.01	58.70	61.37	66.28
Rhodococcus_maanshanensis_NBRC100610.gbff.gz	66.32	67.97	66.91	33.36	60.77	57.12	63.38	61.39	61.66	63.87	59.91	55.62	48.20	52.72	59.60	61.53	55.73	57.88	53.31	60.65	60.80	53.17	51.35	55.08	54.16	54.62	64.23	54.26	64.68	71.17	68.27	71.05	67.80	70.76	65.00	71.41	74.01	64.61	57.32	69.89	100.00	72.81	61.72	66.17	67.30	57.66	60.95	62.35	57.39	56.70	59.69	60.27	56.10	60.01	62.08	64.20
Rhodococcus_opacus_DSM43205T.gbff.gz	57.33	59.97	59.41	28.32	53.47	45.88	59.37	55.46	54.39	58.93	52.85	49.61	41.03	44.35	53.45	59.68	48.42	51.75	46.15	52.44	51.47	45.29	44.39	47.83	46.61	47.06	59.28	46.13	56.77	62.69	59.56	65.00	62.36	65.37	61.27	58.86	69.01	63.94	51.32	67.11	59.65	100.00	53.59	64.29	66.07	47.91	51.69	52.23	47.98	48.16	52.05	52.39	49.65	51.58	54.37	60.84
Rhodococcus_rhodnii_ATCC35071.gbff.gz	65.33	67.48	67.68	40.17	64.65	59.46	67.47	64.15	64.71	67.82	65.42	60.28	52.48	58.50	62.05	67.63	57.88	59.92	55.27	63.70	63.38	55.59	54.69	58.23	57.44	57.43	65.38	56.55	66.37	69.19	68.06	71.68	67.53	72.20	68.42	72.19	75.88	71.44	64.42	73.57	71.34	76.01	100.00	72.30	70.08	61.11	61.74	65.07	60.52	60.11	64.70	64.87	60.78	65.10	66.03	68.80
